Date,ASII
10/7/2024,5100
10/8/2024,5225
10/9/2024,5075
10/10/2024,5125
10/11/2024,5075
10/14/2024,4930
10/15/2024,4930
10/16/2024,4960
10/17/2024,4950
10/18/2024,4920
10/21/2024,5100
10/22/2024,5275
10/23/2024,5300
10/24/2024,5275
10/25/2024,5225
10/28/2024,5250
10/29/2024,5125
10/30/2024,5200
10/31/2024,5100
11/1/2024,5075
11/4/2024,5125
11/5/2024,5175
11/6/2024,5050
11/7/2024,5000
11/8/2024,4960
11/11/2024,4970
11/12/2024,4970
11/13/2024,5025
11/14/2024,4950
11/15/2024,4940
11/18/2024,4930
11/19/2024,4970
11/20/2024,5000
11/21/2024,4890
11/22/2024,4910
11/25/2024,5175
11/26/2024,5150
11/28/2024,5125
11/29/2024,5100
12/2/2024,4940
12/3/2024,5125
12/4/2024,5225
12/5/2024,5200
12/6/2024,5150
12/9/2024,5225
12/10/2024,5225
12/11/2024,5250
12/12/2024,5100
12/13/2024,5125
12/16/2024,5125
12/17/2024,4980
12/18/2024,5000
12/19/2024,4880
12/20/2024,4870
12/23/2024,4950
12/24/2024,4880
12/27/2024,4930
12/30/2024,4900
1/2/2025,4950
1/3/2025,4950
1/6/2025,4860
1/7/2025,4920
1/8/2025,4810
1/9/2025,4930
1/10/2025,4900
1/13/2025,4750
1/14/2025,4750
1/15/2025,4940
1/16/2025,4880
1/17/2025,4940
1/20/2025,4910
1/21/2025,4910
1/22/2025,4960
1/23/2025,4900
1/24/2025,4870
1/30/2025,4780
1/31/2025,4800
2/3/2025,4760
2/4/2025,4800
2/5/2025,4740
2/6/2025,4550
2/7/2025,4650
2/10/2025,4570
2/11/2025,4610
2/12/2025,4640
2/13/2025,4660
2/14/2025,4680
2/17/2025,4740
2/18/2025,4800
2/19/2025,4700
2/20/2025,4720
2/21/2025,4750
2/24/2025,4700
2/25/2025,4560
2/26/2025,4580
2/27/2025,4590
2/28/2025,4530
3/3/2025,4680
3/4/2025,4690
3/5/2025,4900
3/6/2025,4900
3/7/2025,4930
3/10/2025,4770
3/11/2025,4800
3/12/2025,4810
3/13/2025,4730
3/14/2025,4620
3/17/2025,4620
3/18/2025,4650
3/19/2025,4690
3/20/2025,4710
3/21/2025,4840
3/24/2025,4690
3/25/2025,4650
3/26/2025,4800
3/27/2025,4920
4/8/2025,4480
4/9/2025,4620
4/10/2025,4710
4/11/2025,4710
4/14/2025,4930
4/15/2025,4870
4/16/2025,4780
4/17/2025,4750
4/21/2025,4790
4/22/2025,4740
4/23/2025,4820
4/24/2025,4770
4/25/2025,4860
4/28/2025,4890
4/29/2025,4800
4/30/2025,4800
5/2/2025,4790
5/5/2025,4780
5/6/2025,4750
5/7/2025,4830
5/8/2025,4780
5/9/2025,4780
5/14/2025,4810
5/15/2025,4820
5/16/2025,4880
5/19/2025,4940
5/20/2025,4860
5/21/2025,4670
5/22/2025,4630
5/23/2025,4740
5/26/2025,4730
5/27/2025,4700
5/28/2025,4850
6/2/2025,4780
6/3/2025,4700
6/4/2025,4610
6/5/2025,4610
6/10/2025,4600
6/11/2025,4610
6/12/2025,4560
6/13/2025,4570
6/16/2025,4610
6/17/2025,4600
6/18/2025,4590
6/19/2025,4530
6/20/2025,4490
6/23/2025,4430
6/24/2025,4470
6/25/2025,4470
6/26/2025,4450
6/30/2025,4500
